scenario_type,difficulty,seed,total_reward,root_cause_accuracy,process_quality,damage_audit,boss_score,primary_reward,buddy_reward,step_count,policy
config_drift,medium,117004,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117005,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117006,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117007,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117008,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117009,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117010,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117011,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117012,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117013,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117014,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117015,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117016,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,medium,117017,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124000,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124001,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124002,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124003,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124004,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124005,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124006,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124007,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124008,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124009,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124010,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124011,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124012,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124013,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124014,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124015,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124016,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,hard,124017,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125000,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125001,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125002,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125003,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125004,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125005,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125006,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125007,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125008,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125009,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125010,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125011,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125012,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125013,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125014,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125015,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125016,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
connection_pool_exhaustion,hard,125017,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126000,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126001,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126002,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126003,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126004,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126005,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126006,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126007,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126008,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126009,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126010,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126011,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126012,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126013,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126014,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126015,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126016,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
cascading_retry_storm,hard,126017,1.02,1.0,0.895,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127000,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127001,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127002,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127003,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127004,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127005,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127006,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127007,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127008,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127009,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127010,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127011,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127012,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127013,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127014,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127015,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127016,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
config_drift,hard,127017,1.02,1.0,0.925,1.0,1.0,1.0,1.0,0,expert (scripted)
memory_leak,easy,104000,0.3134,0.0,0.7917,1.0,0.2684,0.2934,0.2934,0,naive (random diagnose)
memory_leak,easy,104001,0.41800000000000004,0.3,0.725,1.0,0.373,0.398,0.398,0,naive (random diagnose)
memory_leak,easy,104002,0.29550000000000004,0.0,0.525,1.0,0.2505,0.2755,0.2755,0,naive (random diagnose)
memory_leak,easy,104003,0.41800000000000004,0.3,0.725,1.0,0.373,0.398,0.398,0,naive (random diagnose)
memory_leak,easy,104004,0.28390000000000004,0.0,0.745,1.0,0.2389,0.2639,0.2639,0,naive (random diagnose)
memory_leak,easy,104005,0.3574,0.3,0.745,1.0,0.3124,0.3374,0.3374,0,naive (random diagnose)
memory_leak,easy,104006,0.37410000000000004,0.0,0.8583,1.0,0.3291,0.3541,0.3541,0,naive (random diagnose)
memory_leak,easy,104007,0.3134,0.0,0.7917,1.0,0.2684,0.2934,0.2934,0,naive (random diagnose)
memory_leak,easy,104008,0.34590000000000004,0.0,0.775,1.0,0.3009,0.3259,0.3259,0,naive (random diagnose)
memory_leak,easy,104009,0.2916,0.0,0.625,1.0,0.2466,0.2716,0.2716,0,naive (random diagnose)
memory_leak,easy,104010,0.3231,0.0,0.725,1.0,0.2781,0.3031,0.3031,0,naive (random diagnose)
memory_leak,easy,104011,0.3134,0.0,0.7917,1.0,0.2684,0.2934,0.2934,0,naive (random diagnose)
memory_leak,easy,104012,0.3134,0.0,0.7917,1.0,0.2684,0.2934,0.2934,0,naive (random diagnose)
memory_leak,easy,104013,0.35810000000000003,0.0,0.725,1.0,0.3131,0.3381,0.3381,0,naive (random diagnose)
memory_leak,easy,104014,0.3231,0.0,0.725,1.0,0.2781,0.3031,0.3031,0,naive (random diagnose)
memory_leak,easy,104015,0.30670000000000003,0.0,0.795,1.0,0.2617,0.2867,0.2867,0,naive (random diagnose)
memory_leak,easy,104016,0.3648,0.0,0.925,1.0,0.3198,0.3448,0.3448,0,naive (random diagnose)
memory_leak,easy,104017,0.34450000000000003,0.0,0.725,1.0,0.2995,0.3245,0.3245,0,naive (random diagnose)
connection_pool_exhaustion,easy,105000,0.3966,0.3,0.725,1.0,0.3516,0.3766,0.3766,0,naive (random diagnose)
